import time: self [us] | cumulative | imported package
import time:      2695 |      22734 |                                         sympy.simplify.simplify
import time:      1762 |       1762 |                                         sympy.simplify.fu
import time:      1714 |       1714 |                                         sympy.simplify.epathtools
import time:      1160 |       1160 |                                         sympy.simplify.ratsimp
import time:      2409 |      29777 |                                       sympy.simplify
import time:      1830 |       1830 |                                           sympy.solvers.polysys
import time:      2169 |       2169 |                                           sympy.solvers.bivariate
import time:      2911 |       6909 |                                         sympy.solvers.solvers
import time:      2101 |       2101 |                                               sympy.solvers.solveset
import time:      2279 |       4380 |                                             sympy.solvers.diophantine.diophantine
import time:      1762 |       6141 |                                           sympy.solvers.diophantine
import time:        41 |       6181 |                                         sympy.solvers.diophantine.diophantine
import time:      1628 |       1628 |                                         sympy.solvers.recurr
import time:      1373 |       1373 |                                             sympy.solvers.deutils
import time:      1311 |       1311 |                                               sympy.solvers.ode.riccati
import time:      1069 |       1069 |                                               sympy.solvers.ode.hypergeometric
import time:      1398 |       1398 |                                                 sympy.solvers.ode.subscheck
import time:      1134 |       2531 |                                               sympy.solvers.ode.nonhomogeneous
import time:      1503 |       1503 |                                                 sympy.solvers.pde
import time:      1496 |       2999 |                                               sympy.solvers.ode.lie_group
import time:      2896 |      10804 |                                             sympy.solvers.ode.single
import time:      2973 |      15149 |                                           sympy.solvers.ode.ode
import time:      1876 |       1876 |                                           sympy.solvers.ode.systems
import time:      2417 |      19440 |                                         sympy.solvers.ode
import time:      1804 |       1804 |                                         sympy.solvers.inequalities
import time:      1813 |       1813 |                                         sympy.solvers.decompogen
import time:      1553 |       1553 |                                         sympy.solvers.simplex
import time:      2244 |      41569 |                                       sympy.solvers
import time:      1260 |       1260 |                                           sympy.geometry.exceptions
import time:      8718 |       8718 |                                             sympy.sets.handlers.intersection
import time:      4456 |       4456 |                                             sympy.sets.handlers.union
import time:      2951 |      16124 |                                           sympy.geometry.entity
import time:      2933 |      20316 |                                         sympy.geometry.point
import time:      2102 |       2102 |                                           sympy.geometry.util
import time:      3862 |       5964 |                                         sympy.geometry.line
import time:      1778 |       1778 |                                         sympy.geometry.plane
import time:      2478 |       2478 |                                           sympy.geometry.polygon
import time:      2263 |       4740 |                                         sympy.geometry.ellipse
import time:      1635 |       1635 |                                         sympy.geometry.curve
import time:      1460 |       1460 |                                         sympy.geometry.parabola
import time:      3302 |      39194 |                                       sympy.geometry
import time:      2503 |       2503 |                                         sympy.parsing.sympy_parser
import time:      2003 |       4505 |                                       sympy.parsing
import time:      2055 |       2055 |                                         sympy.algebras.quaternion
import time:      1561 |       3615 |                                       sympy.algebras
import time:      2453 |       2453 |                                             sympy.plotting.backends
import time:      1682 |       1682 |                                               sympy.plotting.utils
import time:      1487 |       1487 |                                                   sympy.plotting.intervalmath.interval_membership
import time:      1906 |       3392 |                                                 sympy.plotting.intervalmath.interval_arithmetic
import time:      1688 |       1688 |                                                 sympy.plotting.intervalmath.lib_interval
import time:      2655 |       7734 |                                               sympy.plotting.intervalmath
import time:      3115 |      12531 |                                             sympy.plotting.series
import time:      2019 |      17001 |                                           sympy.plotting.backends.base_backend
import time:      1572 |       1572 |                                             sympy.plotting.backends.matplotlibbackend.matplotlib
import time:       955 |       2527 |                                           sympy.plotting.backends.matplotlibbackend
import time:      1407 |       1407 |                                               sympy.plotting.textplot
import time:      1388 |       2794 |                                             sympy.plotting.backends.textbackend.text
import time:      1299 |       4093 |                                           sympy.plotting.backends.textbackend
import time:      1741 |       1741 |                                           sympy.plotting.plotgrid
import time:      2689 |      28050 |                                         sympy.plotting.plot
import time:      1063 |       1063 |                                         sympy.plotting.plot_implicit
import time:      2220 |       2220 |                                         sympy.plotting.pygletplot
import time:      2751 |      34082 |                                       sympy.plotting
import time:      1671 |       1671 |                                         sympy.interactive.printing
import time:      1072 |       1072 |                                         sympy.interactive.session
import time:      1117 |       1117 |                                         sympy.interactive.traversal
import time:      1777 |       5635 |                                       sympy.interactive
import time:      5440 |    1032622 |                                     sympy
import time:      2882 |       2882 |                                     torch.fx.experimental.recording
import time:      2419 |       2419 |                                       torch.utils._sympy
import time:      2935 |       2935 |                                       torch.utils._sympy.numbers
import time:      9136 |      14489 |                                     torch.utils._sympy.functions
import time:      3465 |       3465 |                                     torch.utils._sympy.printers
import time:      2511 |       2511 |                                     torch.utils._sympy.singleton_int
import time:      1284 |       1284 |                                     torch.utils._sympy.solve
import time:      1482 |       1482 |                                     torch.utils._sympy.symbol
import time:      1529 |       1529 |                                       torch.utils._sympy.interp
import time:      3517 |       5046 |                                     torch.utils._sympy.value_ranges
import time:      1508 |       1508 |                                     torch.fx.experimental._size_hinting
import time:     30655 |    1095939 |                                   torch.fx.experimental.symbolic_shapes
import time:    188141 |    1284079 |                                 torch.distributed.tensor._collective_utils
import time:      2105 |       2105 |                                 torch.distributed.tensor._ops._mask_buffer
import time:      3002 |    1354094 |                               torch.distributed.tensor.placement_types
import time:      2997 |    1357090 |                             torch.distributed.tensor._dtensor_spec
import time:      1137 |       1137 |                               torch.utils._cxx_pytree
import time:      3928 |       5064 |                             torch.distributed.tensor._op_schema
import time:      1243 |       1243 |                               torch.distributed.tensor.device_mesh
import time:      3749 |       4992 |                             torch.distributed.tensor._ops.single_dim_strategy
import time:      1247 |       1247 |                                   torch.distributed.tensor._random
import time:      1801 |       1801 |                                     torch.distributed.tensor._utils
import time:      1143 |       2944 |                                   torch.distributed.tensor._nonlinear_redux
import time:      5242 |       5242 |                                   torch.distributed.tensor._redistribute
import time:      1357 |       1357 |                                     torch.distributed.tensor._decompositions
import time:      2406 |       3762 |                                   torch.distributed.tensor._sharding_prop
import time:      1332 |       1332 |                                   torch.distributed.tensor._tp_conv
import time:       858 |        858 |                                   torch.utils._cxx_pytree
import time:      1680 |      17062 |                                 torch.distributed.tensor._dispatch
import time:      2606 |      19668 |                               torch.distributed.tensor._api
import time:      1267 |      20934 |                             torch.distributed.tensor._ops.utils
import time:      2098 |    1390176 |                           torch.distributed.tensor._ops._conv_ops
import time:      1159 |       1159 |                           torch.distributed.tensor._ops._embedding_ops
import time:      4456 |       4456 |                           torch.distributed.tensor._ops._math_ops
import time:      1812 |       1812 |                             torch.distributed.tensor._ops._einsum_strategy
import time:      2003 |       3815 |                           torch.distributed.tensor._ops._matrix_ops
import time:     39369 |      39369 |                           torch.distributed.tensor._ops._pointwise_ops
import time:      3399 |       3399 |                           torch.distributed.tensor._ops._random_ops
import time:     25509 |      25509 |                           torch.distributed.tensor._ops._tensor_ops
import time:      8838 |       8838 |                           torch.distributed.tensor._ops._view_ops
import time:      2636 |       2636 |                           torch.distributed.tensor._ops.autogen
import time:    132353 |    1611703 |                         torch.distributed.tensor._ops
import time:      2235 |    1613937 |                       torch.distributed.tensor
import time:      4211 |    1648877 |                     transformers.model_debugging_utils
import time:      3676 |    6937826 |                   transformers.utils.generic
import time:      4323 |    6976130 |                 transformers.utils.auto_docstring
import time:      2790 |       2790 |                 transformers.utils.backbone_utils
import time:      3600 |       3600 |                     jinja2.bccache
import time:      2607 |       2607 |                         markupsafe._speedups
import time:      3258 |       5864 |                       markupsafe
import time:      4691 |       4691 |                         jinja2.utils
import time:      4530 |       9220 |                       jinja2.nodes
import time:      2166 |       2166 |                         jinja2.exceptions
import time:      1407 |       1407 |                           jinja2.visitor
import time:      2053 |       3460 |                         jinja2.idtracking
import time:      1986 |       1986 |                         jinja2.optimizer
import time:      4184 |      11795 |                       jinja2.compiler
import time:      2083 |       2083 |                           jinja2.async_utils
import time:      2874 |       2874 |                           jinja2.runtime
import time:      3820 |       8777 |                         jinja2.filters
import time:      1864 |       1864 |                         jinja2.tests
import time:      1911 |      12551 |                       jinja2.defaults
import time:      2524 |       2524 |                         jinja2._identifier
import time:      3472 |       5996 |                       jinja2.lexer
import time:      2160 |       2160 |                       jinja2.parser
import time:      3520 |      51104 |                     jinja2.environment
import time:      2159 |       2159 |                     jinja2.loaders
import time:      2986 |      59848 |                   jinja2
import time:      2247 |       2247 |                   jinja2.ext
import time:      2373 |       2373 |                   jinja2.sandbox
import time:      1794 |       1794 |                       PIL._version
import time:      2572 |       4365 |                     PIL
import time:      9900 |       9900 |                     PIL.ExifTags
import time:      3553 |       3553 |                     PIL.ImageMode
import time:      2741 |       2741 |                     PIL.TiffTags
import time:      2041 |       2041 |                     PIL._binary
import time:      1147 |       1147 |                     PIL._deprecate
import time:      1632 |       1632 |                     PIL._util
import time:       869 |        869 |                     defusedxml
import time:     33833 |      33833 |                     PIL._imaging
import time:      5911 |      65988 |                   PIL.Image
import time:      5631 |     136085 |                 transformers.utils.chat_template_utils
import time:      1272 |       1272 |                 transformers.utils.constants
import time:      7462 |       7462 |                 transformers.utils.hub
import time:      1763 |       1763 |                 transformers.utils.peft_utils
import time:     21835 |    8143282 |               transformers.utils
import time:      1674 |    8144955 |             transformers.utils.versions
import time:    104124 |    8249976 |           transformers.dependency_versions_check
import time:      3226 |       3226 |           transformers.utils.dummy_sentencepiece_and_tokenizers_objects
import time:      1324 |       1324 |           transformers.utils.dummy_mistral_common_objects
import time:      1344 |       1344 |           transformers.utils.dummy_torchvision_objects
import time:      1832 |       1832 |           transformers.utils.dummy_tf_objects
import time:      1369 |       1369 |           transformers.utils.dummy_flax_objects
import time:  19759855 |   28022145 |         transformers
import time:      2219 |       2219 |           filecmp
import time:      2305 |       4524 |         transformers.dynamic_module_utils
import time:     10664 |      10664 |           transformers.integrations
import time:     24885 |      24885 |             tokenizers.tokenizers
import time:       963 |        963 |                 tokenizers.decoders
import time:      1656 |       1656 |                 tokenizers.models
import time:      1513 |       1513 |                 tokenizers.normalizers
import time:      1476 |       1476 |                 tokenizers.pre_tokenizers
import time:      1147 |       1147 |                 tokenizers.processors
import time:      2151 |       8904 |               tokenizers.implementations.base_tokenizer
import time:      1331 |       1331 |               tokenizers.implementations.bert_wordpiece
import time:      1319 |       1319 |               tokenizers.implementations.byte_level_bpe
import time:      1090 |       1090 |               tokenizers.implementations.char_level_bpe
import time:      1260 |       1260 |               tokenizers.implementations.sentencepiece_bpe
import time:      1346 |       1346 |               tokenizers.implementations.sentencepiece_unigram
import time:      3039 |      18286 |             tokenizers.implementations
import time:      2208 |      45377 |           tokenizers
import time:      2974 |       2974 |           transformers.convert_slow_tokenizer
import time:      9428 |      68443 |         transformers.modeling_gguf_pytorch_utils
import time:      3396 |   28098507 |       transformers.configuration_utils
import time:      1758 |       1758 |       sentence_transformers.backend.utils
import time:      1798 |   28168282 |     sentence_transformers.backend.load
import time:      1202 |       1202 |     sentence_transformers.backend.optimize
import time:      1269 |       1269 |         sentence_transformers.util.decorators
import time:       887 |        887 |         sentence_transformers.util.distributed
import time:      1303 |       1303 |         sentence_transformers.util.environment
import time:      1352 |       1352 |         sentence_transformers.util.file_io
import time:      1767 |       1767 |         sentence_transformers.util.hard_negatives
import time:       110 |        110 |             _csv
import time:      1515 |       1625 |           csv
import time:       941 |       2565 |         sentence_transformers.util.misc
import time:      1637 |       1637 |                 sklearn._config
import time:     18641 |      18641 |                   sklearn.__check_build._check_build
import time:      1445 |      20086 |                 sklearn.__check_build
import time:      5202 |       5202 |                 sklearn._distributor_init
import time:      1514 |       1514 |                   sklearn.exceptions
import time:      1457 |       1457 |                           sklearn.utils._bunch
import time:      2274 |       3730 |                         sklearn.utils._metadata_requests
import time:      2358 |       6087 |                       sklearn.utils.metadata_routing
import time:      2130 |       2130 |                               scipy.__config__
import time:      1305 |       1305 |                               scipy.version
import time:       127 |        127 |                                 scipy._distributor_init_local
import time:      1142 |       1268 |                               scipy._distributor_init
import time:      1113 |       1113 |                                   scipy._external
import time:      1018 |       2131 |                                 scipy._external.packaging_version
import time:      2183 |       2183 |                                 scipy._external.packaging_version._structures
import time:      2285 |       6598 |                               scipy._external.packaging_version.version
import time:       795 |        795 |                                     cython
import time:      2773 |       3567 |                                   scipy._lib._testutils
import time:      2390 |       5957 |                                 scipy._lib
import time:     37102 |      37102 |                                   scipy._cyutility
import time:     36253 |      73354 |                                 scipy._lib._ccallback_c
import time:      2152 |      81463 |                               scipy._lib._ccallback
import time:      3231 |      95993 |                             scipy
import time:      1782 |       1782 |                               scipy.sparse._sputils
import time:      1034 |       1034 |                               scipy._lib._sparse
import time:      1973 |       1973 |                               scipy.sparse._matrix
import time:      3856 |       8644 |                             scipy.sparse._base
import time:    264336 |     264336 |                               scipy.sparse._sparsetools
import time:      1479 |       1479 |                                       numpy._typing._add_docstring
import time:      2419 |       3898 |                                     numpy.typing
import time:      3139 |       3139 |                                           scipy._external.array_api_compat.common._typing
import time:      2448 |       5586 |                                         scipy._external.array_api_compat.common._helpers
import time:      2295 |       7880 |                                       scipy._external.array_api_compat.common
import time:      2179 |      10059 |                                     scipy._external.array_api_compat
import time:      1742 |       1742 |                                       scipy._external.array_api_compat._internal
import time:      1525 |       1525 |                                           numpy._core.strings
import time:      1180 |       1180 |                                           numpy.strings
import time:      1459 |       4163 |                                         numpy._core.defchararray
import time:      1502 |       5664 |                                       numpy.char
import time:      1171 |       1171 |                                       numpy.rec
import time:      7887 |       7887 |                                         numpy.ma.core
import time:      2368 |       2368 |                                         numpy.ma.extras
import time:      3153 |      13408 |                                       numpy.ma
import time:      2216 |       2216 |                                         numpy.f2py.diagnose
import time:      2092 |       2092 |                                           numpy.f2py._backends
import time:       973 |        973 |                                           numpy.f2py.__version__
import time:      2046 |       2046 |                                             numpy.f2py.cfuncs
import time:      8668 |      10714 |                                           numpy.f2py.auxfuncs
import time:      4052 |       4052 |                                             numpy.f2py.cb_rules
import time:      1716 |       1716 |                                             numpy.f2py._isocbind
import time:      2493 |       2493 |                                               fileinput
import time:      3857 |       3857 |                                               numpy.f2py.symbolic
import time:     18229 |      24577 |                                             numpy.f2py.crackfortran
import time:      1922 |      32266 |                                           numpy.f2py.capi_maps
import time:      2276 |       2276 |                                             numpy.f2py.func2subr
import time:      2794 |       5069 |                                           numpy.f2py.f90mod_rules
import time:      1642 |       1642 |                                             numpy.f2py.common_rules
import time:      1783 |       1783 |                                             numpy.f2py.use_rules
import time:     12156 |      15580 |                                           numpy.f2py.rules
import time:      1576 |      68268 |                                         numpy.f2py.f2py2e
import time:      2389 |      72872 |                                       numpy.f2py
import time:      2786 |       2786 |                                         numpy.testing._private
import time:      1702 |       1702 |                                         numpy.testing.overrides
import time:      4555 |       4555 |                                           numpy.testing._private.utils
import time:      1985 |       6539 |                                         numpy.testing._private.extbuild
import time:      3776 |      14802 |                                       numpy.testing
import time:     25881 |      25881 |                                             numpy.random._common
import time:     24590 |      50471 |                                           numpy.random.bit_generator
import time:     28157 |      78628 |                                         numpy.random._bounded_integers
import time:     25134 |      25134 |                                             numpy.random._pcg64
import time:     34523 |      59657 |                                           numpy.random._generator
import time:     21863 |      21863 |                                           numpy.random._mt19937
import time:     28177 |      28177 |                                           numpy.random._philox
import time:     22921 |      22921 |                                           numpy.random._sfc64
import time:     20634 |      20634 |                                           numpy.random.mtrand
import time:      3635 |     156885 |                                         numpy.random._pickle
import time:      2793 |     238305 |                                       numpy.random
import time:      1753 |       1753 |                                           numpy.polynomial.polyutils
import time:      1536 |       1536 |                                           numpy.polynomial._polybase
import time:      2091 |       5380 |                                         numpy.polynomial.chebyshev
import time:      1893 |       1893 |                                         numpy.polynomial.hermite
import time:      1387 |       1387 |                                         numpy.polynomial.hermite_e
import time:      1067 |       1067 |                                         numpy.polynomial.laguerre
import time:      1104 |       1104 |                                         numpy.polynomial.legendre
import time:      1083 |       1083 |                                         numpy.polynomial.polynomial
import time:      2777 |      14687 |                                       numpy.polynomial
import time:      1863 |       1863 |                                         numpy.core._utils
import time:      1824 |       3687 |                                       numpy.core
import time:      1435 |       1435 |                                         numpy.ctypeslib._ctypeslib
import time:      1429 |       2864 |                                       numpy.ctypeslib
import time:      1539 |       1539 |                                         numpy.fft._helper
import time:     17816 |      17816 |                                           numpy.fft._pocketfft_umath
import time:      1424 |      19240 |                                         numpy.fft._pocketfft
import time:      2138 |      22916 |                                       numpy.fft
import time:      2387 |       2387 |                                         scipy._external.array_api_compat.common._aliases
import time:      1308 |       1308 |                                         scipy._external.array_api_compat.numpy._typing
import time:      2980 |       6673 |                                       scipy._external.array_api_compat.numpy._aliases
import time:      1420 |       1420 |                                       scipy._external.array_api_compat.numpy._info
import time:      2502 |       2502 |                                         scipy._external.array_api_compat.common._linalg
import time:      1786 |       4287 |                                       scipy._external.array_api_compat.numpy.linalg
import time:      1236 |       1236 |                                         scipy._external.array_api_compat.common._fft
import time:      1439 |       2674 |                                       scipy._external.array_api_compat.numpy.fft
import time:      3927 |     411094 |                                     scipy._external.array_api_compat.numpy
import time:      1509 |       1509 |                                           scipy._external.array_api_extra._lib
import time:      1636 |       1636 |                                               scipy._external.array_api_extra._lib._utils
import time:      1552 |       1552 |                                                   scipy._lib._array_api_override
import time:      1085 |       2637 |                                                 scipy._external._array_api_compat_vendor
import time:      1445 |       4081 |                                               scipy._external.array_api_extra._lib._utils._compat
import time:      1031 |       1031 |                                                 scipy._external.array_api_extra._lib._utils._typing
import time:      1578 |       2609 |                                               scipy._external.array_api_extra._lib._utils._helpers
import time:      1333 |       9657 |                                             scipy._external.array_api_extra._lib._at
import time:      1851 |      11508 |                                           scipy._external.array_api_extra._lib._funcs
import time:      1430 |      14446 |                                         scipy._external.array_api_extra._delegation
import time:      1089 |       1089 |                                         scipy._external.array_api_extra._lib._lazy
import time:      1813 |      17348 |                                       scipy._external.array_api_extra
import time:      1277 |      18625 |                                     scipy._external.array_api_extra.testing
import time:      1799 |       1799 |                                           _pyrepl
import time:      1898 |       3697 |                                         _pyrepl.pager
import time:      2551 |       6247 |                                       pydoc
import time:      3981 |      10228 |                                     scipy._lib._docscrape
import time:      2994 |     456895 |                                   scipy._lib._array_api
import time:      2220 |     459114 |                                 scipy._lib._util
import time:      1810 |       1810 |                                 scipy.sparse._data
import time:      1394 |       1394 |                                 scipy.sparse._index
import time:      2138 |     464455 |                               scipy.sparse._compressed
import time:      2114 |     730904 |                             scipy.sparse._csr
import time:      1341 |       1341 |                             scipy.sparse._csc
import time:     45791 |      45791 |                               scipy.sparse._csparsetools
import time:      1355 |      47145 |                             scipy.sparse._lil
import time:      2214 |       2214 |                             scipy.sparse._dok
import time:      2260 |       2260 |                             scipy.sparse._coo
import time:      1815 |       1815 |                             scipy.sparse._dia
import time:      1794 |       1794 |                             scipy.sparse._bsr
import time:      1258 |       1258 |                               scipy._lib.deprecation
import time:      3385 |       4642 |                             scipy.sparse._construct
import time:      1632 |       1632 |                             scipy.sparse._extract
import time:      1296 |       1296 |                             scipy.sparse._matrix_io
import time:      1451 |       1451 |                             scipy.sparse.base
import time:      1029 |       1029 |                             scipy.sparse.bsr
import time:      1258 |       1258 |                             scipy.sparse.compressed
import time:      1069 |       1069 |                             scipy.sparse.construct
import time:      1313 |       1313 |                             scipy.sparse.coo
import time:      1177 |       1177 |                             scipy.sparse.csc
import time:      1198 |       1198 |                             scipy.sparse.csr
import time:       953 |        953 |                             scipy.sparse.data
import time:       990 |        990 |                             scipy.sparse.dia
import time:      1219 |       1219 |                             scipy.sparse.dok
import time:      1010 |       1010 |                             scipy.sparse.extract
import time:      1432 |       1432 |                             scipy.sparse.lil
import time:      1530 |       1530 |                             scipy.sparse.sparsetools
import time:      1063 |       1063 |                             scipy.sparse.sputils
import time:      3493 |     919852 |                           scipy.sparse
import time:      1744 |       1744 |                                 joblib._multiprocessing_helpers
import time:      1646 |       1646 |                                   joblib.externals
import time:      2430 |       2430 |                                   joblib.externals.loky._base
import time:      1852 |       1852 |                                       multiprocessing.synchronize
import time:      1540 |       1540 |                                           multiprocessing.queues
import time:      2270 |       3810 |                                         concurrent.futures.process
import time:      1771 |       1771 |                                         joblib.externals.loky.backend.process
import time:      2496 |       8076 |                                       joblib.externals.loky.backend.context
import time:      3115 |      13042 |                                     joblib.externals.loky.backend
import time:        76 |      13117 |                                   joblib.externals.loky.backend.context
import time:      2083 |       2083 |                                     joblib.externals.loky.backend._win_reduction
import time:      3552 |       3552 |                                       cloudpickle.cloudpickle
import time:      3723 |       7275 |                                     cloudpickle
import time:      2142 |      11500 |                                   joblib.externals.loky.backend.reduction
import time:        87 |         87 |                                       faulthandler
import time:      1233 |       1233 |                                       joblib.externals.loky.backend.queues
import time:       725 |        725 |                                         psutil
import time:      1847 |       2572 |                                       joblib.externals.loky.backend.utils
import time:      1965 |       1965 |                                       joblib.externals.loky.initializers
import time:       603 |        603 |                                       psutil
import time:      2333 |       8790 |                                     joblib.externals.loky.process_executor
import time:      1699 |      10489 |                                   joblib.externals.loky.reusable_executor
import time:      1657 |       1657 |                                   joblib.externals.loky.cloudpickle_wrapper
import time:      3197 |      44032 |                                 joblib.externals.loky
import time:      2221 |      47996 |                               joblib._cloudpickle_wrapper
import time:      2425 |       2425 |                                 joblib._utils
import time:      2005 |       2005 |                                 multiprocessing.pool
import time:       189 |        189 |                                     mmap
import time:      2339 |       2339 |                                     joblib.backports
import time:      1874 |       1874 |                                     joblib.disk
import time:      1886 |       1886 |                                       joblib.externals.loky.backend.stdlib_py314_resource_tracker
import time:      1590 |       1590 |                                       joblib.externals.loky.backend.spawn
import time:      1953 |       5428 |                                     joblib.externals.loky.backend.resource_tracker
import time:       651 |        651 |                                         lz4
import time:      2882 |       3532 |                                       joblib.compressor
import time:      1693 |       1693 |                                         joblib.numpy_pickle_utils
import time:      1395 |       3088 |                                       joblib.numpy_pickle_compat
import time:      2010 |       8629 |                                     joblib.numpy_pickle
import time:      2426 |      20883 |                                   joblib._memmapping_reducer
import time:      1788 |      22670 |                                 joblib.executor
import time:      1713 |       1713 |                                 joblib.pool
import time:      2119 |      30930 |                               joblib._parallel_backends
import time:      1448 |       1448 |                                 joblib.logger
import time:      2169 |       3616 |                               joblib._store_backends
import time:      1735 |       1735 |                               joblib.hashing
import time:      1748 |       1748 |                                 joblib.func_inspect
import time:      2299 |       4047 |                               joblib.memory
import time:      2443 |       2443 |                               joblib.parallel
import time:      2858 |      93623 |                             joblib
import time:      3328 |       3328 |                                     narwhals._exceptions
import time:      4387 |       7715 |                                   narwhals.dependencies
import time:      1828 |       1828 |                                       narwhals._enum
import time:      1329 |       1329 |                                       narwhals._typing_compat
import time:      1348 |       1348 |                                       narwhals.exceptions
import time:      6497 |      11001 |                                     narwhals._utils
import time:      3553 |      14554 |                                   narwhals.dtypes
import time:      2678 |       2678 |                                     narwhals._expression_parsing
import time:      1856 |       1856 |                                       narwhals.expr_cat
import time:      2170 |       2170 |                                       narwhals.expr_dt
import time:      2022 |       2022 |                                       narwhals.expr_list
import time:      1683 |       1683 |                                       narwhals.expr_name
import time:      1795 |       1795 |                                       narwhals.expr_str
import time:      1418 |       1418 |                                       narwhals.expr_struct
import time:      2568 |       2568 |                                               narwhals._compliant.typing
import time:      4485 |       4485 |                                               narwhals._translate
import time:      3226 |      10278 |                                             narwhals._compliant.dataframe
import time:      2791 |       2791 |                                               narwhals._compliant.any_namespace
import time:      2305 |       2305 |                                               narwhals._compliant.column
import time:      5412 |      10506 |                                             narwhals._compliant.expr
import time:      3327 |       3327 |                                             narwhals._compliant.group_by
import time:      3780 |       3780 |                                             narwhals._compliant.namespace
import time:      3011 |       3011 |                                             narwhals._compliant.selectors
import time:      4648 |       4648 |                                             narwhals._compliant.series
import time:      2497 |       2497 |                                             narwhals._compliant.window
import time:      3038 |      41084 |                                           narwhals._compliant
import time:      3564 |       3564 |                                           narwhals._typing
import time:      3364 |      48012 |                                         narwhals.plugins
import time:      1635 |       1635 |                                         narwhals._constants
import time:      3213 |       3213 |                                         narwhals._native
import time:      1965 |      54822 |                                       narwhals.translate
import time:      2944 |      68706 |                                     narwhals.expr
import time:      2320 |      73703 |                                   narwhals.selectors
import time:      2199 |       2199 |                                       narwhals.schema
import time:      2856 |       5055 |                                     narwhals.functions
import time:      2699 |       2699 |                                         narwhals.typing
import time:      2195 |       4893 |                                       narwhals.series_cat
import time:      2078 |       2078 |                                       narwhals.series_dt
import time:      1834 |       1834 |                                       narwhals.series_list
import time:      2176 |       2176 |                                       narwhals.series_str
import time:      1771 |       1771 |                                       narwhals.series_struct
import time:     51084 |      63833 |                                     narwhals.series
import time:      8164 |      77051 |                                   narwhals.dataframe
import time:      3609 |     176629 |                                 narwhals
import time:      3253 |       3253 |                                   narwhals.stable.v1.dependencies
import time:      2139 |       2139 |                                     narwhals.stable.v1._dtypes
import time:      2182 |       4321 |                                   narwhals.stable.v1.dtypes
import time:      2200 |       2200 |                                   narwhals.stable.v1.selectors
import time:      4185 |       4185 |                                   narwhals.stable.v1.typing
import time:      6614 |      20572 |                                 narwhals.stable.v1
import time:      2887 |       2887 |                                   narwhals.stable.v2.dependencies
import time:      2037 |       2037 |                                   narwhals.stable.v2.dtypes
import time:      2037 |       2037 |                                   narwhals.stable.v2.selectors
import time:      2661 |       2661 |                                   narwhals.stable.v2.typing
import time:      5643 |      15264 |                                 narwhals.stable.v2
import time:      4150 |     216614 |                               narwhals.stable
import time:        54 |     216668 |                             narwhals.stable.v2
import time:      3405 |       3405 |                                 scipy.special._sf_error
import time:    172993 |     172993 |                                   scipy.special._ufuncs_cxx
import time:    921276 |     921276 |                                             scipy.linalg._fblas
import time:      1954 |     923229 |                                           scipy.linalg.blas
import time:    202527 |     202527 |                                             scipy.linalg._flapack
import time:      6228 |     208754 |                                           scipy.linalg.lapack
import time:    119390 |     119390 |                                           scipy.linalg._batched_linalg
import time:      2600 |    1253972 |                                         scipy.linalg._misc
import time:     39750 |      39750 |                                         scipy.linalg._cythonized_array_utils
import time:      5463 |       5463 |                                           scipy.linalg._decomp
import time:      2800 |       2800 |                                           scipy.linalg._decomp_svd
import time:     42896 |      42896 |                                           scipy.linalg._solve_toeplitz
import time:      5170 |      56328 |                                         scipy.linalg._basic
import time:      2768 |       2768 |                                         scipy.linalg._decomp_lu
import time:      2067 |       2067 |                                         scipy.linalg._decomp_ldl
